39,ODP-PAO-FBJ/001 (P),-3.646154587,128.2506312,8,0
39,ODP-PAO-FBJ/002 (P),-3.645850554,128.2504056,8,0
39,ODP-PAO-FBJ/003 (P),-3.645559789,128.2502202,8,0
39,ODP-PAO-FBJ/004 (P),-3.645951512,128.2496577,8,0
39,ODP-PAO-FBJ/005 (P),-3.645956059,128.2491201,8,0
39,ODP-PAO-FBJ/006 (P),-3.645696533,128.2489848,8,0
39,ODP-PAO-FBJ/007 (P),-3.645429761,128.2487914,8,0
39,ODP-PAO-FBJ/008 (P),-3.645732105,128.2483026,8,0
39,ODP-PAO-FBJ/009 (P),-3.64529744,128.248577,8,0
39,ODP-PAO-FBJ/010 (P),-3.644868242,128.2489402,8,0
39,ODP-PAO-FBJ/011 (P),-3.644953792,128.249624,8,0
39,ODP-PAO-FBJ/012 (P),-3.644603,128.249151,8,0
39,ODP-PAO-FBJ/013 (P),-3.644241251,128.2486439,8,0
39,ODP-PAO-FBJ/014 (P),-3.643653929,128.2476703,8,0
39,ODP-PAO-FBJ/015 (P),-3.64355374,128.2471281,8,0
39,ODP-PAO-FBJ/016 (P),-3.643283724,128.2464813,8,0
39,ODP-PAO-FBJ/017 (P),-3.643857394,128.2468334,8,0
39,ODP-PAO-FBJ/018 (P),-3.644139511,128.2463385,8,0
39,ODP-PAO-FBJ/019 (P),-3.643793805,128.2457562,8,0
39,ODP-PAO-FBJ/020 (P),-3.641212297,128.2437649,8,0
40,ODP-PAO-FBJ/021 (P),-3.63787742,128.2481264,8,0
40,ODP-PAO-FBJ/022 (P),-3.637885687,128.2475647,8,0
40,ODP-PAO-FBJ/023 (P),-3.638260167,128.2470738,8,0
40,ODP-PAO-FBJ/024 (P),-3.640192272,128.246373,8,0
40,ODP-PAO-FBJ/025 (P),-3.639641497,128.245896,8,0
40,ODP-PAO-FBJ/026 (P),-3.639597581,128.24445,8,0
40,ODP-PAO-FBJ/027 (P),-3.640659185,128.2430981,8,0
